asset_id,asset_name,asset_type,ifc_class,system,location,floor,room_zone,manufacturer,model,serial_number,warranty,maintenance_info,status,source_global_id,source_file,technical_properties,quantity_properties,source_reference,raw_metadata
FZK-STR-MEMBER-DG-033,Sparren-33,Member,IfcMember,Structural Member,DG,DG,,,,,,,Active,2DH$OLoObDkAtwqVzNdUnS,AC20-FZK-Haus.ifc,"{'Slope': 1718.87338539, 'IsExternal': False, 'LoadBearing': True}",{},"{'building': 'FZK-Haus', 'source_file': 'AC20-FZK-Haus.ifc', 'ARCHICAD IFC ID': '2DH$OLoObDkAtwqVzNdUnS'}","{'AC_Pset_Name': {'Name': 'Sparren-33'}, 'ArchiCADProperties': {'Komplette Element-ID': 'Sparren-33', 'Kompakte Element-ID': 'Sparren-33', 'Name des Sachmerkmal-Objekts': '', 'Ursprungsgeschoss': 'Dachgeschoss', 'Raumname': 'Galerie', 'Raumnummer': '7', 'Ebene': 'Dachkonstruktion', 'Typ': 'Objekt', 'Geschützt': False, 'Bibliothekselement-Name': '', 'Baustoff / Mehrschichtiger Aufbau / Profil / Schraffur': 'Solid', 'Etikettentext': '', 'Eindeutige ID': 'E4FF91FA-3AE7-4591-8D5F-61E57F7BA5DE', 'Verknüpfte Änderungen': '', 'Tragende Funktion': 'Nicht definiert', 'Lage': 'Nicht definiert', 'Element-Klassifizierung': 'Stab / Stabträger', 'Umbau-Status': 'Bestand', 'Anzeigen auf Umbau-Filter': 'Alle relevanten Filter', 'Externe IFC ID': '', 'Drehwinkel': 90.0, 'Oberfläche': 'Kiefer'}, 'ArchiCADQuantities': {'Höhenangabe zum Projekt-Nullpunkt': 3.2, 'Höhe zu Geschoss': 0.5, 'Oberflächenbereich': 3.07796968565, 'Netto-Volumen': 0.0812909142679, 'Fläche': 0.4, 'Höhe (Z Größe)': 2.88675134595, 'Länge (A)': 2.5, 'Volumen': 0.0812909142679, 'Breite (B)': 0.999999977648}}"
FZK-STR-MEMBER-DG-034,Sparren-34,Member,IfcMember,Structural Member,DG,DG,,,,,,,Active,1qMEiq1Qz6guq8g1GCODiJ,AC20-FZK-Haus.ifc,"{'Slope': 1718.87338539, 'IsExternal': False, 'LoadBearing': True}",{},"{'building': 'FZK-Haus', 'source_file': 'AC20-FZK-Haus.ifc', 'ARCHICAD IFC ID': '1qMEiq1Qz6guq8g1GCODiJ'}","{'AC_Pset_Name': {'Name': 'Sparren-34'}, 'ArchiCADProperties': {'Komplette Element-ID': 'Sparren-34', 'Kompakte Element-ID': 'Sparren-34', 'Name des Sachmerkmal-Objekts': '', 'Ursprungsgeschoss': 'Dachgeschoss', 'Raumname': 'Galerie', 'Raumnummer': '7', 'Ebene': 'Dachkonstruktion', 'Typ': 'Objekt', 'Geschützt': False, 'Bibliothekselement-Name': '', 'Baustoff / Mehrschichtiger Aufbau / Profil / Schraffur': 'Solid', 'Etikettentext': '', 'Eindeutige ID': '3A999AF6-1C12-413A-89B2-BF4A3CAEAD63', 'Verknüpfte Änderungen': '', 'Tragende Funktion': 'Nicht definiert', 'Lage': 'Nicht definiert', 'Element-Klassifizierung': 'Stab / Stabträger', 'Umbau-Status': 'Bestand', 'Anzeigen auf Umbau-Filter': 'Alle relevanten Filter', 'Externe IFC ID': '', 'Drehwinkel': 90.0, 'Oberfläche': 'Kiefer'}, 'ArchiCADQuantities': {'Höhenangabe zum Projekt-Nullpunkt': 3.2, 'Höhe zu Geschoss': 0.5, 'Oberflächenbereich': 3.07796968565, 'Netto-Volumen': 0.0812909142679, 'Fläche': 0.4, 'Höhe (Z Größe)': 2.88675134595, 'Länge (A)': 2.5, 'Volumen': 0.0812909142679, 'Breite (B)': 0.999999977648}}"
FZK-STR-MEMBER-DG-035,Sparren-35,Member,IfcMember,Structural Member,DG,DG,,,,,,,Active,2AxITdtlD1h9Y3ye8U93bV,AC20-FZK-Haus.ifc,"{'Slope': 1718.87338539, 'IsExternal': False, 'LoadBearing': True}",{},"{'building': 'FZK-Haus', 'source_file': 'AC20-FZK-Haus.ifc', 'ARCHICAD IFC ID': '2AxITdtlD1h9Y3ye8U93bV'}","{'AC_Pset_Name': {'Name': 'Sparren-35'}, 'ArchiCADProperties': {'Komplette Element-ID': 'Sparren-35', 'Kompakte Element-ID': 'Sparren-35', 'Name des Sachmerkmal-Objekts': '', 'Ursprungsgeschoss': 'Dachgeschoss', 'Raumname': 'Galerie', 'Raumnummer': '7', 'Ebene': 'Dachkonstruktion', 'Typ': 'Objekt', 'Geschützt': False, 'Bibliothekselement-Name': '', 'Baustoff / Mehrschichtiger Aufbau / Profil / Schraffur': 'Solid', 'Etikettentext': '', 'Eindeutige ID': '2B89760B-0C8D-4559-A3B2-5B1635543320', 'Verknüpfte Änderungen': '', 'Tragende Funktion': 'Nicht definiert', 'Lage': 'Nicht definiert', 'Element-Klassifizierung': 'Stab / Stabträger', 'Umbau-Status': 'Bestand', 'Anzeigen auf Umbau-Filter': 'Alle relevanten Filter', 'Externe IFC ID': '', 'Drehwinkel': 90.0, 'Oberfläche': 'Kiefer'}, 'ArchiCADQuantities': {'Höhenangabe zum Projekt-Nullpunkt': 3.2, 'Höhe zu Geschoss': 0.5, 'Oberflächenbereich': 3.07796968565, 'Netto-Volumen': 0.0812909142679, 'Fläche': 0.4, 'Höhe (Z Größe)': 2.88675134595, 'Länge (A)': 2.5, 'Volumen': 0.0812909142679, 'Breite (B)': 0.999999977648}}"
FZK-STR-MEMBER-DG-036,Sparren-36,Member,IfcMember,Structural Member,DG,DG,,,,,,,Active,0DTRkEz0r6gvzG6VdDr24n,AC20-FZK-Haus.ifc,"{'Slope': 1718.87338539, 'IsExternal': False, 'LoadBearing': True}",{},"{'building': 'FZK-Haus', 'source_file': 'AC20-FZK-Haus.ifc', 'ARCHICAD IFC ID': '0DTRkEz0r6gvzG6VdDr24n'}","{'AC_Pset_Name': {'Name': 'Sparren-36'}, 'ArchiCADProperties': {'Komplette Element-ID': 'Sparren-36', 'Kompakte Element-ID': 'Sparren-36', 'Name des Sachmerkmal-Objekts': '', 'Ursprungsgeschoss': 'Dachgeschoss', 'Raumname': 'Galerie', 'Raumnummer': '7', 'Ebene': 'Dachkonstruktion', 'Typ': 'Objekt', 'Geschützt': False, 'Bibliothekselement-Name': '', 'Baustoff / Mehrschichtiger Aufbau / Profil / Schraffur': 'Solid', 'Etikettentext': '', 'Eindeutige ID': 'A4621E86-FF56-40DC-B3C2-2633C779B3A5', 'Verknüpfte Änderungen': '', 'Tragende Funktion': 'Nicht definiert', 'Lage': 'Nicht definiert', 'Element-Klassifizierung': 'Stab / Stabträger', 'Umbau-Status': 'Bestand', 'Anzeigen auf Umbau-Filter': 'Alle relevanten Filter', 'Externe IFC ID': '', 'Drehwinkel': 90.0, 'Oberfläche': 'Kiefer'}, 'ArchiCADQuantities': {'Höhenangabe zum Projekt-Nullpunkt': 3.2, 'Höhe zu Geschoss': 0.5, 'Oberflächenbereich': 3.07796968565, 'Netto-Volumen': 0.0812909142679, 'Fläche': 0.4, 'Höhe (Z Größe)': 2.88675134595, 'Länge (A)': 2.5, 'Volumen': 0.0812909142679, 'Breite (B)': 0.999999977648}}"
FZK-STR-MEMBER-DG-037,Sparren-37,Member,IfcMember,Structural Member,DG,DG,,,,,,,Active,3UTqpydzf7i8J6iMY2tHil,AC20-FZK-Haus.ifc,"{'Slope': 1718.87338539, 'IsExternal': False, 'LoadBearing': True}",{},"{'building': 'FZK-Haus', 'source_file': 'AC20-FZK-Haus.ifc', 'ARCHICAD IFC ID': '3UTqpydzf7i8J6iMY2tHil'}","{'AC_Pset_Name': {'Name': 'Sparren-37'}, 'ArchiCADProperties': {'Komplette Element-ID': 'Sparren-37', 'Kompakte Element-ID': 'Sparren-37', 'Name des Sachmerkmal-Objekts': '', 'Ursprungsgeschoss': 'Dachgeschoss', 'Raumname': 'Galerie', 'Raumnummer': '7', 'Ebene': 'Dachkonstruktion', 'Typ': 'Objekt', 'Geschützt': False, 'Bibliothekselement-Name': '', 'Baustoff / Mehrschichtiger Aufbau / Profil / Schraffur': 'Solid', 'Etikettentext': '', 'Eindeutige ID': 'A64DDEB8-B180-474D-B9AA-2A96A26C443D', 'Verknüpfte Änderungen': '', 'Tragende Funktion': 'Nicht definiert', 'Lage': 'Nicht definiert', 'Element-Klassifizierung': 'Stab / Stabträger', 'Umbau-Status': 'Bestand', 'Anzeigen auf Umbau-Filter': 'Alle relevanten Filter', 'Externe IFC ID': '', 'Drehwinkel': 90.0, 'Oberfläche': 'Kiefer'}, 'ArchiCADQuantities': {'Höhenangabe zum Projekt-Nullpunkt': 3.2, 'Höhe zu Geschoss': 0.5, 'Oberflächenbereich': 3.07796968565, 'Netto-Volumen': 0.0812909142679, 'Fläche': 0.4, 'Höhe (Z Größe)': 2.88675134595, 'Länge (A)': 2.5, 'Volumen': 0.0812909142679, 'Breite (B)': 0.999999977648}}"
FZK-STR-MEMBER-DG-038,Sparren-38,Member,IfcMember,Structural Member,DG,DG,,,,,,,Active,3CS1rsE3bB7vMHAdjyaamh,AC20-FZK-Haus.ifc,"{'Slope': 1718.87338539, 'IsExternal': False, 'LoadBearing': True}",{},"{'building': 'FZK-Haus', 'source_file': 'AC20-FZK-Haus.ifc', 'ARCHICAD IFC ID': '3CS1rsE3bB7vMHAdjyaamh'}","{'AC_Pset_Name': {'Name': 'Sparren-38'}, 'ArchiCADProperties': {'Komplette Element-ID': 'Sparren-38', 'Kompakte Element-ID': 'Sparren-38', 'Name des Sachmerkmal-Objekts': '', 'Ursprungsgeschoss': 'Dachgeschoss', 'Raumname': 'Galerie', 'Raumnummer': '7', 'Ebene': 'Dachkonstruktion', 'Typ': 'Objekt', 'Geschützt': False, 'Bibliothekselement-Name': '', 'Baustoff / Mehrschichtiger Aufbau / Profil / Schraffur': 'Solid', 'Etikettentext': '', 'Eindeutige ID': '46488648-16DC-44A4-9112-698B815D6192', 'Verknüpfte Änderungen': '', 'Tragende Funktion': 'Nicht definiert', 'Lage': 'Nicht definiert', 'Element-Klassifizierung': 'Stab / Stabträger', 'Umbau-Status': 'Bestand', 'Anzeigen auf Umbau-Filter': 'Alle relevanten Filter', 'Externe IFC ID': '', 'Drehwinkel': 90.0, 'Oberfläche': 'Kiefer'}, 'ArchiCADQuantities': {'Höhenangabe zum Projekt-Nullpunkt': 3.2, 'Höhe zu Geschoss': 0.5, 'Oberflächenbereich': 3.07796968565, 'Netto-Volumen': 0.0812909142679, 'Fläche': 0.4, 'Höhe (Z Größe)': 2.88675134595, 'Länge (A)': 2.5, 'Volumen': 0.0812909142679, 'Breite (B)': 0.999999977648}}"
FZK-STR-MEMBER-DG-039,Sparren-39,Member,IfcMember,Structural Member,DG,DG,,,,,,,Active,2jBFZiQw110vV7XY77KKfx,AC20-FZK-Haus.ifc,"{'Slope': 1718.87338539, 'IsExternal': False, 'LoadBearing': True}",{},"{'building': 'FZK-Haus', 'source_file': 'AC20-FZK-Haus.ifc', 'ARCHICAD IFC ID': '2jBFZiQw110vV7XY77KKfx'}","{'AC_Pset_Name': {'Name': 'Sparren-39'}, 'ArchiCADProperties': {'Komplette Element-ID': 'Sparren-39', 'Kompakte Element-ID': 'Sparren-39', 'Name des Sachmerkmal-Objekts': '', 'Ursprungsgeschoss': 'Dachgeschoss', 'Raumname': 'Galerie', 'Raumnummer': '7', 'Ebene': 'Dachkonstruktion', 'Typ': 'Objekt', 'Geschützt': False, 'Bibliothekselement-Name': '', 'Baustoff / Mehrschichtiger Aufbau / Profil / Schraffur': 'Solid', 'Etikettentext': '', 'Eindeutige ID': 'EC41283A-3BA0-4DB3-BD68-564054F72630', 'Verknüpfte Änderungen': '', 'Tragende Funktion': 'Nicht definiert', 'Lage': 'Nicht definiert', 'Element-Klassifizierung': 'Stab / Stabträger', 'Umbau-Status': 'Bestand', 'Anzeigen auf Umbau-Filter': 'Alle relevanten Filter', 'Externe IFC ID': '', 'Drehwinkel': 90.0, 'Oberfläche': 'Kiefer'}, 'ArchiCADQuantities': {'Höhenangabe zum Projekt-Nullpunkt': 3.2, 'Höhe zu Geschoss': 0.5, 'Oberflächenbereich': 3.07796968565, 'Netto-Volumen': 0.0812909142679, 'Fläche': 0.4, 'Höhe (Z Größe)': 2.88675134595, 'Länge (A)': 2.5, 'Volumen': 0.0812909142679, 'Breite (B)': 0.999999977648}}"
FZK-STR-MEMBER-DG-040,Sparren-40,Member,IfcMember,Structural Member,DG,DG,,,,,,,Active,22oN_bO9T4jO5eG4GKW7be,AC20-FZK-Haus.ifc,"{'Slope': 1718.87338539, 'IsExternal': False, 'LoadBearing': True}",{},"{'building': 'FZK-Haus', 'source_file': 'AC20-FZK-Haus.ifc', 'ARCHICAD IFC ID': '22oN_bO9T4jO5eG4GKW7be'}","{'AC_Pset_Name': {'Name': 'Sparren-40'}, 'ArchiCADProperties': {'Komplette Element-ID': 'Sparren-40', 'Kompakte Element-ID': 'Sparren-40', 'Name des Sachmerkmal-Objekts': '', 'Ursprungsgeschoss': 'Dachgeschoss', 'Raumname': '', 'Raumnummer': '', 'Ebene': 'Dachkonstruktion', 'Typ': 'Objekt', 'Geschützt': False, 'Bibliothekselement-Name': '', 'Baustoff / Mehrschichtiger Aufbau / Profil / Schraffur': 'Solid', 'Etikettentext': '', 'Eindeutige ID': 'BC192F3D-2C51-4B28-9278-5806097A3CB1', 'Verknüpfte Änderungen': '', 'Tragende Funktion': 'Nicht definiert', 'Lage': 'Nicht definiert', 'Element-Klassifizierung': 'Stab / Stabträger', 'Umbau-Status': 'Bestand', 'Anzeigen auf Umbau-Filter': 'Alle relevanten Filter', 'Externe IFC ID': '', 'Drehwinkel': 90.0, 'Oberfläche': 'Kiefer'}, 'ArchiCADQuantities': {'Höhenangabe zum Projekt-Nullpunkt': 3.2, 'Höhe zu Geschoss': 0.5, 'Oberflächenbereich': 3.07796968565, 'Netto-Volumen': 0.0812909142679, 'Fläche': 0.4, 'Höhe (Z Größe)': 2.88675134595, 'Länge (A)': 2.5, 'Volumen': 0.0812909142679, 'Breite (B)': 0.999999977648}}"
FZK-STR-MEMBER-DG-041,Sparren-41,Member,IfcMember,Structural Member,DG,DG,,,,,,,Active,2in0QvfYXEawl1f3MP1bq2,AC20-FZK-Haus.ifc,"{'Slope': 1718.87338539, 'IsExternal': False, 'LoadBearing': True}",{},"{'building': 'FZK-Haus', 'source_file': 'AC20-FZK-Haus.ifc', 'ARCHICAD IFC ID': '2in0QvfYXEawl1f3MP1bq2'}","{'AC_Pset_Name': {'Name': 'Sparren-41'}, 'ArchiCADProperties': {'Komplette Element-ID': 'Sparren-41', 'Kompakte Element-ID': 'Sparren-41', 'Name des Sachmerkmal-Objekts': '', 'Ursprungsgeschoss': 'Dachgeschoss', 'Raumname': '', 'Raumnummer': '', 'Ebene': 'Dachkonstruktion', 'Typ': 'Objekt', 'Geschützt': False, 'Bibliothekselement-Name': '', 'Baustoff / Mehrschichtiger Aufbau / Profil / Schraffur': 'Solid', 'Etikettentext': '', 'Eindeutige ID': '6A479A30-3EE6-49CF-8083-949E8139A87B', 'Verknüpfte Änderungen': '', 'Tragende Funktion': 'Nicht definiert', 'Lage': 'Nicht definiert', 'Element-Klassifizierung': 'Stab / Stabträger', 'Umbau-Status': 'Bestand', 'Anzeigen auf Umbau-Filter': 'Alle relevanten Filter', 'Externe IFC ID': '', 'Drehwinkel': 90.0, 'Oberfläche': 'Kiefer'}, 'ArchiCADQuantities': {'Höhenangabe zum Projekt-Nullpunkt': 3.2, 'Höhe zu Geschoss': 0.5, 'Oberflächenbereich': 3.07796968565, 'Netto-Volumen': 0.0812909142679, 'Fläche': 0.4, 'Höhe (Z Größe)': 2.88675134595, 'Länge (A)': 2.5, 'Volumen': 0.0812909142679, 'Breite (B)': 0.999999977648}}"
FZK-STR-MEMBER-DG-042,Sparren-42,Member,IfcMember,Structural Member,DG,DG,,,,,,,Active,3EgsECVVb6zQXnK3YFcWAu,AC20-FZK-Haus.ifc,"{'Slope': 1718.87338539, 'IsExternal': False, 'LoadBearing': True}",{},"{'building': 'FZK-Haus', 'source_file': 'AC20-FZK-Haus.ifc', 'ARCHICAD IFC ID': '3EgsECVVb6zQXnK3YFcWAu'}","{'AC_Pset_Name': {'Name': 'Sparren-42'}, 'ArchiCADProperties': {'Komplette Element-ID': 'Sparren-42', 'Kompakte Element-ID': 'Sparren-42', 'Name des Sachmerkmal-Objekts': '', 'Ursprungsgeschoss': 'Dachgeschoss', 'Raumname': 'Galerie', 'Raumnummer': '7', 'Ebene': 'Dachkonstruktion', 'Typ': 'Objekt', 'Geschützt': False, 'Bibliothekselement-Name': '', 'Baustoff / Mehrschichtiger Aufbau / Profil / Schraffur': 'Solid', 'Etikettentext': '', 'Eindeutige ID': '21F55D0B-AD74-40D8-A520-4365CC35D364', 'Verknüpfte Änderungen': '', 'Tragende Funktion': 'Nicht definiert', 'Lage': 'Nicht definiert', 'Element-Klassifizierung': 'Stab / Stabträger', 'Umbau-Status': 'Bestand', 'Anzeigen auf Umbau-Filter': 'Alle relevanten Filter', 'Externe IFC ID': '', 'Drehwinkel': -90.0, 'Oberfläche': 'Kiefer'}, 'ArchiCADQuantities': {'Höhenangabe zum Projekt-Nullpunkt': 3.2, 'Höhe zu Geschoss': 0.5, 'Oberflächenbereich': 3.07796968565, 'Netto-Volumen': 0.0812909142679, 'Fläche': 0.4, 'Höhe (Z Größe)': 2.88675134595, 'Länge (A)': 2.5, 'Volumen': 0.0812909142679, 'Breite (B)': 0.999999977648}}"
FZK-ARC-RAIL-DG-001,Unnamed Asset,Railing,IfcRailing,Railing System,DG,DG,,,,,,,Active,0o5vgCKyTBzO5$QJcI2YDP,AC20-FZK-Haus.ifc,{},"{'Height': 1.0, 'Höhenunterschied': 0.0, 'Durchmesser_Handlauf': 0.08, 'Auskragung_Handlauf': 0.1, 'Durchmesser_Rohre': 0.01, 'Pfostenbreite': 0.02, 'Pfostentiefe': 0.05, 'Untere Ebene': 1.0, 'Obere Ebene': 0.0}","{'building': 'FZK-Haus', 'source_file': 'AC20-FZK-Haus.ifc', 'ARCHICAD IFC ID': '0o5vgCKyTBzO5$QJcI2YDP'}","{'AC_Pset_Name': {'Name': ''}, 'ArchiCADProperties': {'Komplette Element-ID': 'Gelaender-1', 'Kompakte Element-ID': 'Gelaender-1', 'Name des Sachmerkmal-Objekts': '', 'Ursprungsgeschoss': 'Dachgeschoss', 'Raumname': 'Galerie', 'Raumnummer': '7', 'Ebene': 'Gelaender', 'Typ': 'Objekt', 'Geschützt': False, 'Bibliothekselement-Name': 'Geländer_horizontal 13', 'Baustoff / Mehrschichtiger Aufbau / Profil / Schraffur': 'Solid', 'Etikettentext': '', 'Eindeutige ID': 'C5EAF4FB-1146-448C-B9D8-43889C2EB838', 'Verknüpfte Änderungen': '', 'Tragende Funktion': 'Nicht definiert', 'Lage': 'Nicht definiert', 'Element-Klassifizierung': 'Geländer', 'Umbau-Status': 'Bestand', 'Anzeigen auf Umbau-Filter': 'Alle relevanten Filter', 'Externe IFC ID': '', 'Drehwinkel': 270.0, 'Oberfläche': 'Allgemein'}, 'AC_Pset_Geländer_horizontal_13': {'3D': 'Detailiert', 'Anzahl_Rohre': 4.0, 'Position': 'Zwischen Pfosten', 'Anzahl_Pfosten': 3.0, 'Auflösung': 36.0, 'Schattenwurf': True, 'Show 2D Hotspots in 3D': True, 'Stift Kontur': '', 'Ausfüllmuster': 'Leer', 'Stift Schraffur': '', 'Stift Hintergrundschraffur': '', 'Handlauf (hamat)': 'Zink', 'Rohre (bamat)': 'Zink', 'Pfosten (pomat)': 'Zink', 'Preis': 0.0, 'Hersteller': '', 'Anmerkung': '', 'Lage': '', 'Accessoires': '', 'Gruppe (FM_Type)': 'Andere', 'Gruppe (iFMType)': 25.0, 'Inventarnummer': '', 'Seriennummer': '', 'Herstellungsjahr': '', 'Gewicht': 0.0, 'Gewichteinheit': 'kg', 'Frei definierbar 1': '', 'Frei definierbar 2': '', 'Frei definierbar 3': '', 'Frei definierbar 4': '', 'Frei definierbar 5': ''}, 'ArchiCADQuantities': {'Höhenangabe zum Projekt-Nullpunkt': 2.7, 'Höhe zu Geschoss': 0.0, 'Oberflächenbereich': 1.12491130847, 'Netto-Volumen': 0.0133537552482, 'Fläche': 2.0, 'Höhe (Z Größe)': 1.0, 'Länge (A)': 2.0, 'Volumen': 0.0133537552482, 'Breite (B)': 1.0}}"
FZK-ARC-RAIL-DG-002,Unnamed Asset,Railing,IfcRailing,Railing System,DG,DG,,,,,,,Active,09axaKU7X1_O8n6dmmiZ1E,AC20-FZK-Haus.ifc,{},"{'Height': 1.0, 'Höhenunterschied': 0.0, 'Durchmesser_Handlauf': 0.08, 'Auskragung_Handlauf': 0.1, 'Durchmesser_Rohre': 0.01, 'Pfostenbreite': 0.02, 'Pfostentiefe': 0.05, 'Untere Ebene': 1.0, 'Obere Ebene': 0.0}","{'building': 'FZK-Haus', 'source_file': 'AC20-FZK-Haus.ifc', 'ARCHICAD IFC ID': '09axaKU7X1_O8n6dmmiZ1E'}","{'AC_Pset_Name': {'Name': ''}, 'ArchiCADProperties': {'Komplette Element-ID': 'Gelaender-2', 'Kompakte Element-ID': 'Gelaender-2', 'Name des Sachmerkmal-Objekts': '', 'Ursprungsgeschoss': 'Dachgeschoss', 'Raumname': 'Galerie', 'Raumnummer': '7', 'Ebene': 'Gelaender', 'Typ': 'Objekt', 'Geschützt': False, 'Bibliothekselement-Name': 'Geländer_horizontal 13', 'Baustoff / Mehrschichtiger Aufbau / Profil / Schraffur': 'Solid', 'Etikettentext': '', 'Eindeutige ID': 'BF6481F4-EEF0-440D-A1E5-765D6B86B224', 'Verknüpfte Änderungen': '', 'Tragende Funktion': 'Nicht definiert', 'Lage': 'Nicht definiert', 'Element-Klassifizierung': 'Geländer', 'Umbau-Status': 'Bestand', 'Anzeigen auf Umbau-Filter': 'Alle relevanten Filter', 'Externe IFC ID': '', 'Drehwinkel': 0.0, 'Oberfläche': 'Allgemein'}, 'AC_Pset_Geländer_horizontal_13': {'3D': 'Detailiert', 'Anzahl_Rohre': 4.0, 'Position': 'Zwischen Pfosten', 'Anzahl_Pfosten': 3.0, 'Auflösung': 36.0, 'Schattenwurf': True, 'Show 2D Hotspots in 3D': True, 'Stift Kontur': '', 'Ausfüllmuster': 'Leer', 'Stift Schraffur': '', 'Stift Hintergrundschraffur': '', 'Handlauf (hamat)': 'Zink', 'Rohre (bamat)': 'Zink', 'Pfosten (pomat)': 'Zink', 'Preis': 0.0, 'Hersteller': '', 'Anmerkung': '', 'Lage': '', 'Accessoires': '', 'Gruppe (FM_Type)': 'Andere', 'Gruppe (iFMType)': 25.0, 'Inventarnummer': '', 'Seriennummer': '', 'Herstellungsjahr': '', 'Gewicht': 0.0, 'Gewichteinheit': 'kg', 'Frei definierbar 1': '', 'Frei definierbar 2': '', 'Frei definierbar 3': '', 'Frei definierbar 4': '', 'Frei definierbar 5': ''}, 'ArchiCADQuantities': {'Höhenangabe zum Projekt-Nullpunkt': 2.7, 'Höhe zu Geschoss': 0.0, 'Oberflächenbereich': 1.98809922521, 'Netto-Volumen': 0.0255770774714, 'Fläche': 4.29, 'Höhe (Z Größe)': 1.0, 'Länge (A)': 4.29, 'Volumen': 0.0255770774714, 'Breite (B)': 1.0}}"
FZK-STR-SLAB-EG-001,Bodenplatte,Slab,IfcSlab,Slab System,EG,EG,,,,,,,Active,1pPHnf7cXCpPsNEnQf8_6B,AC20-FZK-Haus.ifc,{'ThermalTransmittance': 0.4},{},"{'building': 'FZK-Haus', 'source_file': 'AC20-FZK-Haus.ifc', 'ARCHICAD IFC ID': '1pPHnf7cXCpPsNEnQf8_6B'}","{'AC_Pset_Name': {'Name': 'Bodenplatte'}, 'ArchiCADProperties': {'Komplette Element-ID': 'Bodenplatte', 'Kompakte Element-ID': 'Bodenplatte', 'Name des Sachmerkmal-Objekts': '', 'Ursprungsgeschoss': 'Erdgeschoss', 'Ebene': 'Decken', 'Typ': 'Decke', 'Geschützt': False, 'Baustoff / Mehrschichtiger Aufbau / Profil / Schraffur': 'Stahlbeton 65690', 'Etikettentext': '', 'Eindeutige ID': 'E4D9CD4B-CA43-4735-94BD-1FD4376BD455', 'Verknüpfte Änderungen': '', 'Tragende Funktion': 'Nicht definiert', 'Lage': 'Nicht definiert', 'Element-Klassifizierung': 'Decke', 'Umbau-Status': 'Bestand', 'Anzeigen auf Umbau-Filter': 'Alle relevanten Filter', 'Struktur - Typ': 'Einfach', 'Externe IFC ID': '', 'Oberfläche oben': 'Beton', 'Oberfläche Kante': 'Beton', 'Oberfläche unten': 'Beton', 'Baustoff/Mehrschichtiges Bauteil': 'Stahlbeton 65690', 'Deckschraffur': 'Unnamed', 'Lage der Referenzebene': 'Oben'}, 'BaseQuantities': {'Width': 0.2, 'Perimeter': 44.0, 'GrossArea': 120.0, 'NetArea': 120.0, 'GrossVolume': 24.0, 'NetVolume': 24.0}, 'ArchiCADQuantities': {'Höhenangabe zum Projekt-Nullpunkt': 0.0, 'Höhe zu Geschoss': 0.0, 'Höhe': 0.2, 'Oberflächenbereich': 120.0, 'Netto-Volumen': 24.0, 'Fläche': 120.0, 'Oberflächenbereich Unterseite': 120.0, 'Oberflächenbereich Oberseite': 120.0, 'Kante Oberflächenbereich': 8.8, 'Volumen': 24.0, 'Umfang': 44.0, 'Löcher Oberflächenbereich': 0.0, 'Durchbruch Umfang': 0.0, 'Dicke': 0.2, 'Brutto-Oberfläche der Deckenoberseite': 120.0, 'Brutto-Oberflächenbereich der Deckenunterseite': 120.0, 'Brutto-Oberflächenbereich der Deckenkanten': 8.8, 'Bruttovolumen der Decke': 24.0, 'Konditionaler Oberflächenbereich der Unterseite': 120.0, 'Konditionaler Oberflächenbereich der Oberseite': 120.0, 'Konditionales Volumen': 24.0, 'Brutto-Oberflächenbereich der Deckenoberseite mit Löchern': 120.0, 'Brutto-Oberflächenbereich der Deckenunterseite mit Löchern': 120.0, 'Brutto-Oberflächenbereich der Deckenkanten mit Löchern': 8.8, 'Brutto-Volumen de Decke mit Löchern': 24.0, 'Höhenwert Oberkante': 0.0, 'Höhenwert Unterkante': -0.2}}"
