level,type,attribute,instance,message
error,entity_rule,IfcShapeModel.WR11,"#31073=IfcShapeRepresentation(#375,'Box','BoundingBox',(#31072))","(sizeof(SELF.OfProductRepresentation) == 1) ^ (sizeof(SELF.RepresentationMap) == 1) ^ (sizeof(ofshapeaspect) == 1) Violated by: ((1 == 1 ^ 1 == 1) ^ 0 == 1) + where 1 = sizeof((#31075=IfcProductDefinitionShape($,$,(#31067,#31073)),)) + where (#31075=IfcProductDefinitionShape($,$,(#31067,#31073)),) = #31073=IfcShapeRepresentation(#375,'Box','BoundingBox',(#31072)).OfProductRepresentation + and 1 = sizeof((#31409=IfcRepresentationMap(#31406,#31073),)) + where (#31409=IfcRepresentationMap(#31406,#31073),) = #31073=IfcShapeRepresentation(#375,'Box','BoundingBox',(#31072)).RepresentationMap + and 0 = sizeof(()) On instance: #31073=IfcShapeRepresentation(#375,'Box','BoundingBox',(#31072))"
error,entity_rule,IfcShapeModel.WR11,"#31448=IfcShapeRepresentation(#118,'Body','SweptSolid',(#31444))","(sizeof(SELF.OfProductRepresentation) == 1) ^ (sizeof(SELF.RepresentationMap) == 1) ^ (sizeof(ofshapeaspect) == 1) Violated by: ((1 == 1 ^ 1 == 1) ^ 0 == 1) + where 1 = sizeof((#31465=IfcProductDefinitionShape($,$,(#31448,#31454,#31462)),)) + where (#31465=IfcProductDefinitionShape($,$,(#31448,#31454,#31462)),) = #31448=IfcShapeRepresentation(#118,'Body','SweptSolid',(#31444)).OfProductRepresentation + and 1 = sizeof((#31786=IfcRepresentationMap(#31785,#31448),)) + where (#31786=IfcRepresentationMap(#31785,#31448),) = #31448=IfcShapeRepresentation(#118,'Body','SweptSolid',(#31444)).RepresentationMap + and 0 = sizeof(()) On instance: #31448=IfcShapeRepresentation(#118,'Body','SweptSolid',(#31444))"
error,entity_rule,IfcShapeModel.WR11,"#31454=IfcShapeRepresentation(#375,'Box','BoundingBox',(#31453))","(sizeof(SELF.OfProductRepresentation) == 1) ^ (sizeof(SELF.RepresentationMap) == 1) ^ (sizeof(ofshapeaspect) == 1) Violated by: ((1 == 1 ^ 1 == 1) ^ 0 == 1) + where 1 = sizeof((#31465=IfcProductDefinitionShape($,$,(#31448,#31454,#31462)),)) + where (#31465=IfcProductDefinitionShape($,$,(#31448,#31454,#31462)),) = #31454=IfcShapeRepresentation(#375,'Box','BoundingBox',(#31453)).OfProductRepresentation + and 1 = sizeof((#31788=IfcRepresentationMap(#31785,#31454),)) + where (#31788=IfcRepresentationMap(#31785,#31454),) = #31454=IfcShapeRepresentation(#375,'Box','BoundingBox',(#31453)).RepresentationMap + and 0 = sizeof(()) On instance: #31454=IfcShapeRepresentation(#375,'Box','BoundingBox',(#31453))"
error,entity_rule,IfcShapeModel.WR11,"#31462=IfcShapeRepresentation(#15026,'Axis','Curve2D',(#31460))","(sizeof(SELF.OfProductRepresentation) == 1) ^ (sizeof(SELF.RepresentationMap) == 1) ^ (sizeof(ofshapeaspect) == 1) Violated by: ((1 == 1 ^ 1 == 1) ^ 0 == 1) + where 1 = sizeof((#31465=IfcProductDefinitionShape($,$,(#31448,#31454,#31462)),)) + where (#31465=IfcProductDefinitionShape($,$,(#31448,#31454,#31462)),) = #31462=IfcShapeRepresentation(#15026,'Axis','Curve2D',(#31460)).OfProductRepresentation + and 1 = sizeof((#31790=IfcRepresentationMap(#31785,#31462),)) + where (#31790=IfcRepresentationMap(#31785,#31462),) = #31462=IfcShapeRepresentation(#15026,'Axis','Curve2D',(#31460)).RepresentationMap + and 0 = sizeof(()) On instance: #31462=IfcShapeRepresentation(#15026,'Axis','Curve2D',(#31460))"
error,entity_rule,IfcShapeModel.WR11,"#31812=IfcShapeRepresentation(#375,'Box','BoundingBox',(#31811))","(sizeof(SELF.OfProductRepresentation) == 1) ^ (sizeof(SELF.RepresentationMap) == 1) ^ (sizeof(ofshapeaspect) == 1) Violated by: ((1 == 1 ^ 1 == 1) ^ 0 == 1) + where 1 = sizeof((#31814=IfcProductDefinitionShape($,$,(#31806,#31812)),)) + where (#31814=IfcProductDefinitionShape($,$,(#31806,#31812)),) = #31812=IfcShapeRepresentation(#375,'Box','BoundingBox',(#31811)).OfProductRepresentation + and 1 = sizeof((#32070=IfcRepresentationMap(#32069,#31812),)) + where (#32070=IfcRepresentationMap(#32069,#31812),) = #31812=IfcShapeRepresentation(#375,'Box','BoundingBox',(#31811)).RepresentationMap + and 0 = sizeof(()) On instance: #31812=IfcShapeRepresentation(#375,'Box','BoundingBox',(#31811))"
error,entity_rule,IfcShapeModel.WR11,"#32092=IfcShapeRepresentation(#375,'Box','BoundingBox',(#32091))","(sizeof(SELF.OfProductRepresentation) == 1) ^ (sizeof(SELF.RepresentationMap) == 1) ^ (sizeof(ofshapeaspect) == 1) Violated by: ((1 == 1 ^ 1 == 1) ^ 0 == 1) + where 1 = sizeof((#32094=IfcProductDefinitionShape($,$,(#32086,#32092)),)) + where (#32094=IfcProductDefinitionShape($,$,(#32086,#32092)),) = #32092=IfcShapeRepresentation(#375,'Box','BoundingBox',(#32091)).OfProductRepresentation + and 1 = sizeof((#32350=IfcRepresentationMap(#32349,#32092),)) + where (#32350=IfcRepresentationMap(#32349,#32092),) = #32092=IfcShapeRepresentation(#375,'Box','BoundingBox',(#32091)).RepresentationMap + and 0 = sizeof(()) On instance: #32092=IfcShapeRepresentation(#375,'Box','BoundingBox',(#32091))"
error,entity_rule,IfcShapeModel.WR11,"#32385=IfcShapeRepresentation(#118,'Body','SweptSolid',(#32381))","(sizeof(SELF.OfProductRepresentation) == 1) ^ (sizeof(SELF.RepresentationMap) == 1) ^ (sizeof(ofshapeaspect) == 1) Violated by: ((1 == 1 ^ 1 == 1) ^ 0 == 1) + where 1 = sizeof((#32402=IfcProductDefinitionShape($,$,(#32385,#32391,#32399)),)) + where (#32402=IfcProductDefinitionShape($,$,(#32385,#32391,#32399)),) = #32385=IfcShapeRepresentation(#118,'Body','SweptSolid',(#32381)).OfProductRepresentation + and 1 = sizeof((#32797=IfcRepresentationMap(#32796,#32385),)) + where (#32797=IfcRepresentationMap(#32796,#32385),) = #32385=IfcShapeRepresentation(#118,'Body','SweptSolid',(#32381)).RepresentationMap + and 0 = sizeof(()) On instance: #32385=IfcShapeRepresentation(#118,'Body','SweptSolid',(#32381))"
error,entity_rule,IfcShapeModel.WR11,"#32391=IfcShapeRepresentation(#375,'Box','BoundingBox',(#32390))","(sizeof(SELF.OfProductRepresentation) == 1) ^ (sizeof(SELF.RepresentationMap) == 1) ^ (sizeof(ofshapeaspect) == 1) Violated by: ((1 == 1 ^ 1 == 1) ^ 0 == 1) + where 1 = sizeof((#32402=IfcProductDefinitionShape($,$,(#32385,#32391,#32399)),)) + where (#32402=IfcProductDefinitionShape($,$,(#32385,#32391,#32399)),) = #32391=IfcShapeRepresentation(#375,'Box','BoundingBox',(#32390)).OfProductRepresentation + and 1 = sizeof((#32799=IfcRepresentationMap(#32796,#32391),)) + where (#32799=IfcRepresentationMap(#32796,#32391),) = #32391=IfcShapeRepresentation(#375,'Box','BoundingBox',(#32390)).RepresentationMap + and 0 = sizeof(()) On instance: #32391=IfcShapeRepresentation(#375,'Box','BoundingBox',(#32390))"
error,entity_rule,IfcShapeModel.WR11,"#32399=IfcShapeRepresentation(#15026,'Axis','Curve2D',(#32397))","(sizeof(SELF.OfProductRepresentation) == 1) ^ (sizeof(SELF.RepresentationMap) == 1) ^ (sizeof(ofshapeaspect) == 1) Violated by: ((1 == 1 ^ 1 == 1) ^ 0 == 1) + where 1 = sizeof((#32402=IfcProductDefinitionShape($,$,(#32385,#32391,#32399)),)) + where (#32402=IfcProductDefinitionShape($,$,(#32385,#32391,#32399)),) = #32399=IfcShapeRepresentation(#15026,'Axis','Curve2D',(#32397)).OfProductRepresentation + and 1 = sizeof((#32801=IfcRepresentationMap(#32796,#32399),)) + where (#32801=IfcRepresentationMap(#32796,#32399),) = #32399=IfcShapeRepresentation(#15026,'Axis','Curve2D',(#32397)).RepresentationMap + and 0 = sizeof(()) On instance: #32399=IfcShapeRepresentation(#15026,'Axis','Curve2D',(#32397))"
error,entity_rule,IfcShapeModel.WR11,"#32823=IfcShapeRepresentation(#375,'Box','BoundingBox',(#32822))","(sizeof(SELF.OfProductRepresentation) == 1) ^ (sizeof(SELF.RepresentationMap) == 1) ^ (sizeof(ofshapeaspect) == 1) Violated by: ((1 == 1 ^ 1 == 1) ^ 0 == 1) + where 1 = sizeof((#32825=IfcProductDefinitionShape($,$,(#32817,#32823)),)) + where (#32825=IfcProductDefinitionShape($,$,(#32817,#32823)),) = #32823=IfcShapeRepresentation(#375,'Box','BoundingBox',(#32822)).OfProductRepresentation + and 1 = sizeof((#33081=IfcRepresentationMap(#33080,#32823),)) + where (#33081=IfcRepresentationMap(#33080,#32823),) = #32823=IfcShapeRepresentation(#375,'Box','BoundingBox',(#32822)).RepresentationMap + and 0 = sizeof(()) On instance: #32823=IfcShapeRepresentation(#375,'Box','BoundingBox',(#32822))"
error,entity_rule,IfcShapeModel.WR11,"#33103=IfcShapeRepresentation(#375,'Box','BoundingBox',(#33102))","(sizeof(SELF.OfProductRepresentation) == 1) ^ (sizeof(SELF.RepresentationMap) == 1) ^ (sizeof(ofshapeaspect) == 1) Violated by: ((1 == 1 ^ 1 == 1) ^ 0 == 1) + where 1 = sizeof((#33105=IfcProductDefinitionShape($,$,(#33097,#33103)),)) + where (#33105=IfcProductDefinitionShape($,$,(#33097,#33103)),) = #33103=IfcShapeRepresentation(#375,'Box','BoundingBox',(#33102)).OfProductRepresentation + and 1 = sizeof((#33361=IfcRepresentationMap(#33360,#33103),)) + where (#33361=IfcRepresentationMap(#33360,#33103),) = #33103=IfcShapeRepresentation(#375,'Box','BoundingBox',(#33102)).RepresentationMap + and 0 = sizeof(()) On instance: #33103=IfcShapeRepresentation(#375,'Box','BoundingBox',(#33102))"
error,entity_rule,IfcShapeModel.WR11,"#33383=IfcShapeRepresentation(#375,'Box','BoundingBox',(#33382))","(sizeof(SELF.OfProductRepresentation) == 1) ^ (sizeof(SELF.RepresentationMap) == 1) ^ (sizeof(ofshapeaspect) == 1) Violated by: ((1 == 1 ^ 1 == 1) ^ 0 == 1) + where 1 = sizeof((#33385=IfcProductDefinitionShape($,$,(#33377,#33383)),)) + where (#33385=IfcProductDefinitionShape($,$,(#33377,#33383)),) = #33383=IfcShapeRepresentation(#375,'Box','BoundingBox',(#33382)).OfProductRepresentation + and 1 = sizeof((#33641=IfcRepresentationMap(#33640,#33383),)) + where (#33641=IfcRepresentationMap(#33640,#33383),) = #33383=IfcShapeRepresentation(#375,'Box','BoundingBox',(#33382)).RepresentationMap + and 0 = sizeof(()) On instance: #33383=IfcShapeRepresentation(#375,'Box','BoundingBox',(#33382))"
error,entity_rule,IfcShapeModel.WR11,"#33745=IfcShapeRepresentation(#118,'Body','Brep',(#33741))","(sizeof(SELF.OfProductRepresentation) == 1) ^ (sizeof(SELF.RepresentationMap) == 1) ^ (sizeof(ofshapeaspect) == 1) Violated by: ((1 == 1 ^ 1 == 1) ^ 0 == 1) + where 1 = sizeof((#33769=IfcProductDefinitionShape($,$,(#33745,#33751,#33767)),)) + where (#33769=IfcProductDefinitionShape($,$,(#33745,#33751,#33767)),) = #33745=IfcShapeRepresentation(#118,'Body','Brep',(#33741)).OfProductRepresentation + and 1 = sizeof((#34037=IfcRepresentationMap(#34036,#33745),)) + where (#34037=IfcRepresentationMap(#34036,#33745),) = #33745=IfcShapeRepresentation(#118,'Body','Brep',(#33741)).RepresentationMap + and 0 = sizeof(()) On instance: #33745=IfcShapeRepresentation(#118,'Body','Brep',(#33741))"
error,entity_rule,IfcShapeModel.WR11,"#33751=IfcShapeRepresentation(#375,'Box','BoundingBox',(#33750))","(sizeof(SELF.OfProductRepresentation) == 1) ^ (sizeof(SELF.RepresentationMap) == 1) ^ (sizeof(ofshapeaspect) == 1) Violated by: ((1 == 1 ^ 1 == 1) ^ 0 == 1) + where 1 = sizeof((#33769=IfcProductDefinitionShape($,$,(#33745,#33751,#33767)),)) + where (#33769=IfcProductDefinitionShape($,$,(#33745,#33751,#33767)),) = #33751=IfcShapeRepresentation(#375,'Box','BoundingBox',(#33750)).OfProductRepresentation + and 1 = sizeof((#34039=IfcRepresentationMap(#34036,#33751),)) + where (#34039=IfcRepresentationMap(#34036,#33751),) = #33751=IfcShapeRepresentation(#375,'Box','BoundingBox',(#33750)).RepresentationMap + and 0 = sizeof(()) On instance: #33751=IfcShapeRepresentation(#375,'Box','BoundingBox',(#33750))"
error,entity_rule,IfcShapeModel.WR11,"#33767=IfcShapeRepresentation(#20888,'FootPrint','GeometricCurveSet',(#33765))","(sizeof(SELF.OfProductRepresentation) == 1) ^ (sizeof(SELF.RepresentationMap) == 1) ^ (sizeof(ofshapeaspect) == 1) Violated by: ((1 == 1 ^ 1 == 1) ^ 0 == 1) + where 1 = sizeof((#33769=IfcProductDefinitionShape($,$,(#33745,#33751,#33767)),)) + where (#33769=IfcProductDefinitionShape($,$,(#33745,#33751,#33767)),) = #33767=IfcShapeRepresentation(#20888,'FootPrint','GeometricCurveSet',(#33765)).OfProductRepresentation + and 1 = sizeof((#34041=IfcRepresentationMap(#34036,#33767),)) + where (#34041=IfcRepresentationMap(#34036,#33767),) = #33767=IfcShapeRepresentation(#20888,'FootPrint','GeometricCurveSet',(#33765)).RepresentationMap + and 0 = sizeof(()) On instance: #33767=IfcShapeRepresentation(#20888,'FootPrint','GeometricCurveSet',(#33765))"
error,entity_rule,IfcShapeModel.WR11,"#34158=IfcShapeRepresentation(#118,'Body','Brep',(#34154))","(sizeof(SELF.OfProductRepresentation) == 1) ^ (sizeof(SELF.RepresentationMap) == 1) ^ (sizeof(ofshapeaspect) == 1) Violated by: ((1 == 1 ^ 1 == 1) ^ 0 == 1) + where 1 = sizeof((#34186=IfcProductDefinitionShape($,$,(#34158,#34164,#34184)),)) + where (#34186=IfcProductDefinitionShape($,$,(#34158,#34164,#34184)),) = #34158=IfcShapeRepresentation(#118,'Body','Brep',(#34154)).OfProductRepresentation + and 1 = sizeof((#34450=IfcRepresentationMap(#34449,#34158),)) + where (#34450=IfcRepresentationMap(#34449,#34158),) = #34158=IfcShapeRepresentation(#118,'Body','Brep',(#34154)).RepresentationMap + and 0 = sizeof(()) On instance: #34158=IfcShapeRepresentation(#118,'Body','Brep',(#34154))"
error,entity_rule,IfcShapeModel.WR11,"#34164=IfcShapeRepresentation(#375,'Box','BoundingBox',(#34163))","(sizeof(SELF.OfProductRepresentation) == 1) ^ (sizeof(SELF.RepresentationMap) == 1) ^ (sizeof(ofshapeaspect) == 1) Violated by: ((1 == 1 ^ 1 == 1) ^ 0 == 1) + where 1 = sizeof((#34186=IfcProductDefinitionShape($,$,(#34158,#34164,#34184)),)) + where (#34186=IfcProductDefinitionShape($,$,(#34158,#34164,#34184)),) = #34164=IfcShapeRepresentation(#375,'Box','BoundingBox',(#34163)).OfProductRepresentation + and 1 = sizeof((#34452=IfcRepresentationMap(#34449,#34164),)) + where (#34452=IfcRepresentationMap(#34449,#34164),) = #34164=IfcShapeRepresentation(#375,'Box','BoundingBox',(#34163)).RepresentationMap + and 0 = sizeof(()) On instance: #34164=IfcShapeRepresentation(#375,'Box','BoundingBox',(#34163))"
error,entity_rule,IfcShapeModel.WR11,"#34184=IfcShapeRepresentation(#20888,'FootPrint','GeometricCurveSet',(#34182))","(sizeof(SELF.OfProductRepresentation) == 1) ^ (sizeof(SELF.RepresentationMap) == 1) ^ (sizeof(ofshapeaspect) == 1) Violated by: ((1 == 1 ^ 1 == 1) ^ 0 == 1) + where 1 = sizeof((#34186=IfcProductDefinitionShape($,$,(#34158,#34164,#34184)),)) + where (#34186=IfcProductDefinitionShape($,$,(#34158,#34164,#34184)),) = #34184=IfcShapeRepresentation(#20888,'FootPrint','GeometricCurveSet',(#34182)).OfProductRepresentation + and 1 = sizeof((#34454=IfcRepresentationMap(#34449,#34184),)) + where (#34454=IfcRepresentationMap(#34449,#34184),) = #34184=IfcShapeRepresentation(#20888,'FootPrint','GeometricCurveSet',(#34182)).RepresentationMap + and 0 = sizeof(()) On instance: #34184=IfcShapeRepresentation(#20888,'FootPrint','GeometricCurveSet',(#34182))"
error,entity_rule,IfcShapeModel.WR11,"#34495=IfcShapeRepresentation(#118,'Body','SweptSolid',(#34485))","(sizeof(SELF.OfProductRepresentation) == 1) ^ (sizeof(SELF.RepresentationMap) == 1) ^ (sizeof(ofshapeaspect) == 1) Violated by: ((1 == 1 ^ 1 == 1) ^ 0 == 1) + where 1 = sizeof((#34505=IfcProductDefinitionShape($,$,(#34495,#34503)),)) + where (#34505=IfcProductDefinitionShape($,$,(#34495,#34503)),) = #34495=IfcShapeRepresentation(#118,'Body','SweptSolid',(#34485)).OfProductRepresentation + and 1 = sizeof((#34656=IfcRepresentationMap(#34655,#34495),)) + where (#34656=IfcRepresentationMap(#34655,#34495),) = #34495=IfcShapeRepresentation(#118,'Body','SweptSolid',(#34485)).RepresentationMap + and 0 = sizeof(()) On instance: #34495=IfcShapeRepresentation(#118,'Body','SweptSolid',(#34485))"
error,entity_rule,IfcShapeModel.WR11,"#34503=IfcShapeRepresentation(#375,'Box','BoundingBox',(#34502))","(sizeof(SELF.OfProductRepresentation) == 1) ^ (sizeof(SELF.RepresentationMap) == 1) ^ (sizeof(ofshapeaspect) == 1) Violated by: ((1 == 1 ^ 1 == 1) ^ 0 == 1) + where 1 = sizeof((#34505=IfcProductDefinitionShape($,$,(#34495,#34503)),)) + where (#34505=IfcProductDefinitionShape($,$,(#34495,#34503)),) = #34503=IfcShapeRepresentation(#375,'Box','BoundingBox',(#34502)).OfProductRepresentation + and 1 = sizeof((#34658=IfcRepresentationMap(#34655,#34503),)) + where (#34658=IfcRepresentationMap(#34655,#34503),) = #34503=IfcShapeRepresentation(#375,'Box','BoundingBox',(#34502)).RepresentationMap + and 0 = sizeof(()) On instance: #34503=IfcShapeRepresentation(#375,'Box','BoundingBox',(#34502))"
error,entity_rule,IfcShapeModel.WR11,"#34734=IfcShapeRepresentation(#118,'Body','Brep',(#34730))","(sizeof(SELF.OfProductRepresentation) == 1) ^ (sizeof(SELF.RepresentationMap) == 1) ^ (sizeof(ofshapeaspect) == 1) Violated by: ((1 == 1 ^ 1 == 1) ^ 0 == 1) + where 1 = sizeof((#34758=IfcProductDefinitionShape($,$,(#34734,#34740,#34756)),)) + where (#34758=IfcProductDefinitionShape($,$,(#34734,#34740,#34756)),) = #34734=IfcShapeRepresentation(#118,'Body','Brep',(#34730)).OfProductRepresentation + and 1 = sizeof((#35022=IfcRepresentationMap(#35021,#34734),)) + where (#35022=IfcRepresentationMap(#35021,#34734),) = #34734=IfcShapeRepresentation(#118,'Body','Brep',(#34730)).RepresentationMap + and 0 = sizeof(()) On instance: #34734=IfcShapeRepresentation(#118,'Body','Brep',(#34730))"
error,entity_rule,IfcShapeModel.WR11,"#34740=IfcShapeRepresentation(#375,'Box','BoundingBox',(#34739))","(sizeof(SELF.OfProductRepresentation) == 1) ^ (sizeof(SELF.RepresentationMap) == 1) ^ (sizeof(ofshapeaspect) == 1) Violated by: ((1 == 1 ^ 1 == 1) ^ 0 == 1) + where 1 = sizeof((#34758=IfcProductDefinitionShape($,$,(#34734,#34740,#34756)),)) + where (#34758=IfcProductDefinitionShape($,$,(#34734,#34740,#34756)),) = #34740=IfcShapeRepresentation(#375,'Box','BoundingBox',(#34739)).OfProductRepresentation + and 1 = sizeof((#35024=IfcRepresentationMap(#35021,#34740),)) + where (#35024=IfcRepresentationMap(#35021,#34740),) = #34740=IfcShapeRepresentation(#375,'Box','BoundingBox',(#34739)).RepresentationMap + and 0 = sizeof(()) On instance: #34740=IfcShapeRepresentation(#375,'Box','BoundingBox',(#34739))"
error,entity_rule,IfcShapeModel.WR11,"#34756=IfcShapeRepresentation(#20888,'FootPrint','GeometricCurveSet',(#34754))","(sizeof(SELF.OfProductRepresentation) == 1) ^ (sizeof(SELF.RepresentationMap) == 1) ^ (sizeof(ofshapeaspect) == 1) Violated by: ((1 == 1 ^ 1 == 1) ^ 0 == 1) + where 1 = sizeof((#34758=IfcProductDefinitionShape($,$,(#34734,#34740,#34756)),)) + where (#34758=IfcProductDefinitionShape($,$,(#34734,#34740,#34756)),) = #34756=IfcShapeRepresentation(#20888,'FootPrint','GeometricCurveSet',(#34754)).OfProductRepresentation + and 1 = sizeof((#35026=IfcRepresentationMap(#35021,#34756),)) + where (#35026=IfcRepresentationMap(#35021,#34756),) = #34756=IfcShapeRepresentation(#20888,'FootPrint','GeometricCurveSet',(#34754)).RepresentationMap + and 0 = sizeof(()) On instance: #34756=IfcShapeRepresentation(#20888,'FootPrint','GeometricCurveSet',(#34754))"
error,entity_rule,IfcShapeModel.WR11,"#35163=IfcShapeRepresentation(#375,'Box','BoundingBox',(#35162))","(sizeof(SELF.OfProductRepresentation) == 1) ^ (sizeof(SELF.RepresentationMap) == 1) ^ (sizeof(ofshapeaspect) == 1) Violated by: ((1 == 1 ^ 1 == 1) ^ 0 == 1) + where 1 = sizeof((#35165=IfcProductDefinitionShape($,$,(#35155,#35163)),)) + where (#35165=IfcProductDefinitionShape($,$,(#35155,#35163)),) = #35163=IfcShapeRepresentation(#375,'Box','BoundingBox',(#35162)).OfProductRepresentation + and 1 = sizeof((#35273=IfcRepresentationMap(#35272,#35163),)) + where (#35273=IfcRepresentationMap(#35272,#35163),) = #35163=IfcShapeRepresentation(#375,'Box','BoundingBox',(#35162)).RepresentationMap + and 0 = sizeof(()) On instance: #35163=IfcShapeRepresentation(#375,'Box','BoundingBox',(#35162))"
error,entity_rule,IfcShapeModel.WR11,"#35298=IfcShapeRepresentation(#375,'Box','BoundingBox',(#35297))","(sizeof(SELF.OfProductRepresentation) == 1) ^ (sizeof(SELF.RepresentationMap) == 1) ^ (sizeof(ofshapeaspect) == 1) Violated by: ((1 == 1 ^ 1 == 1) ^ 0 == 1) + where 1 = sizeof((#35300=IfcProductDefinitionShape($,$,(#35292,#35298)),)) + where (#35300=IfcProductDefinitionShape($,$,(#35292,#35298)),) = #35298=IfcShapeRepresentation(#375,'Box','BoundingBox',(#35297)).OfProductRepresentation + and 1 = sizeof((#35400=IfcRepresentationMap(#35399,#35298),)) + where (#35400=IfcRepresentationMap(#35399,#35298),) = #35298=IfcShapeRepresentation(#375,'Box','BoundingBox',(#35297)).RepresentationMap + and 0 = sizeof(()) On instance: #35298=IfcShapeRepresentation(#375,'Box','BoundingBox',(#35297))"
error,entity_rule,IfcShapeModel.WR11,"#35421=IfcShapeRepresentation(#375,'Box','BoundingBox',(#35420))","(sizeof(SELF.OfProductRepresentation) == 1) ^ (sizeof(SELF.RepresentationMap) == 1) ^ (sizeof(ofshapeaspect) == 1) Violated by: ((1 == 1 ^ 1 == 1) ^ 0 == 1) + where 1 = sizeof((#35423=IfcProductDefinitionShape($,$,(#35415,#35421)),)) + where (#35423=IfcProductDefinitionShape($,$,(#35415,#35421)),) = #35421=IfcShapeRepresentation(#375,'Box','BoundingBox',(#35420)).OfProductRepresentation + and 1 = sizeof((#35523=IfcRepresentationMap(#35522,#35421),)) + where (#35523=IfcRepresentationMap(#35522,#35421),) = #35421=IfcShapeRepresentation(#375,'Box','BoundingBox',(#35420)).RepresentationMap + and 0 = sizeof(()) On instance: #35421=IfcShapeRepresentation(#375,'Box','BoundingBox',(#35420))"
error,entity_rule,IfcShapeModel.WR11,"#35544=IfcShapeRepresentation(#375,'Box','BoundingBox',(#35543))","(sizeof(SELF.OfProductRepresentation) == 1) ^ (sizeof(SELF.RepresentationMap) == 1) ^ (sizeof(ofshapeaspect) == 1) Violated by: ((1 == 1 ^ 1 == 1) ^ 0 == 1) + where 1 = sizeof((#35546=IfcProductDefinitionShape($,$,(#35538,#35544)),)) + where (#35546=IfcProductDefinitionShape($,$,(#35538,#35544)),) = #35544=IfcShapeRepresentation(#375,'Box','BoundingBox',(#35543)).OfProductRepresentation + and 1 = sizeof((#35646=IfcRepresentationMap(#35645,#35544),)) + where (#35646=IfcRepresentationMap(#35645,#35544),) = #35544=IfcShapeRepresentation(#375,'Box','BoundingBox',(#35543)).RepresentationMap + and 0 = sizeof(()) On instance: #35544=IfcShapeRepresentation(#375,'Box','BoundingBox',(#35543))"
error,entity_rule,IfcShapeModel.WR11,"#35667=IfcShapeRepresentation(#375,'Box','BoundingBox',(#35666))","(sizeof(SELF.OfProductRepresentation) == 1) ^ (sizeof(SELF.RepresentationMap) == 1) ^ (sizeof(ofshapeaspect) == 1) Violated by: ((1 == 1 ^ 1 == 1) ^ 0 == 1) + where 1 = sizeof((#35669=IfcProductDefinitionShape($,$,(#35661,#35667)),)) + where (#35669=IfcProductDefinitionShape($,$,(#35661,#35667)),) = #35667=IfcShapeRepresentation(#375,'Box','BoundingBox',(#35666)).OfProductRepresentation + and 1 = sizeof((#35769=IfcRepresentationMap(#35768,#35667),)) + where (#35769=IfcRepresentationMap(#35768,#35667),) = #35667=IfcShapeRepresentation(#375,'Box','BoundingBox',(#35666)).RepresentationMap + and 0 = sizeof(()) On instance: #35667=IfcShapeRepresentation(#375,'Box','BoundingBox',(#35666))"
error,entity_rule,IfcShapeModel.WR11,"#35790=IfcShapeRepresentation(#375,'Box','BoundingBox',(#35789))","(sizeof(SELF.OfProductRepresentation) == 1) ^ (sizeof(SELF.RepresentationMap) == 1) ^ (sizeof(ofshapeaspect) == 1) Violated by: ((1 == 1 ^ 1 == 1) ^ 0 == 1) + where 1 = sizeof((#35792=IfcProductDefinitionShape($,$,(#35784,#35790)),)) + where (#35792=IfcProductDefinitionShape($,$,(#35784,#35790)),) = #35790=IfcShapeRepresentation(#375,'Box','BoundingBox',(#35789)).OfProductRepresentation + and 1 = sizeof((#35892=IfcRepresentationMap(#35891,#35790),)) + where (#35892=IfcRepresentationMap(#35891,#35790),) = #35790=IfcShapeRepresentation(#375,'Box','BoundingBox',(#35789)).RepresentationMap + and 0 = sizeof(()) On instance: #35790=IfcShapeRepresentation(#375,'Box','BoundingBox',(#35789))"
error,entity_rule,IfcShapeModel.WR11,"#35913=IfcShapeRepresentation(#375,'Box','BoundingBox',(#35912))","(sizeof(SELF.OfProductRepresentation) == 1) ^ (sizeof(SELF.RepresentationMap) == 1) ^ (sizeof(ofshapeaspect) == 1) Violated by: ((1 == 1 ^ 1 == 1) ^ 0 == 1) + where 1 = sizeof((#35915=IfcProductDefinitionShape($,$,(#35907,#35913)),)) + where (#35915=IfcProductDefinitionShape($,$,(#35907,#35913)),) = #35913=IfcShapeRepresentation(#375,'Box','BoundingBox',(#35912)).OfProductRepresentation + and 1 = sizeof((#36015=IfcRepresentationMap(#36014,#35913),)) + where (#36015=IfcRepresentationMap(#36014,#35913),) = #35913=IfcShapeRepresentation(#375,'Box','BoundingBox',(#35912)).RepresentationMap + and 0 = sizeof(()) On instance: #35913=IfcShapeRepresentation(#375,'Box','BoundingBox',(#35912))"
