level,type,attribute,instance,message
error,entity_rule,IfcShapeModel.WR11,"#19193=IfcShapeRepresentation(#375,'Box','BoundingBox',(#19192))","(sizeof(SELF.OfProductRepresentation) == 1) ^ (sizeof(SELF.RepresentationMap) == 1) ^ (sizeof(ofshapeaspect) == 1) Violated by: ((1 == 1 ^ 1 == 1) ^ 0 == 1) + where 1 = sizeof((#19195=IfcProductDefinitionShape($,$,(#19187,#19193)),)) + where (#19195=IfcProductDefinitionShape($,$,(#19187,#19193)),) = #19193=IfcShapeRepresentation(#375,'Box','BoundingBox',(#19192)).OfProductRepresentation + and 1 = sizeof((#19472=IfcRepresentationMap(#19471,#19193),)) + where (#19472=IfcRepresentationMap(#19471,#19193),) = #19193=IfcShapeRepresentation(#375,'Box','BoundingBox',(#19192)).RepresentationMap + and 0 = sizeof(()) On instance: #19193=IfcShapeRepresentation(#375,'Box','BoundingBox',(#19192))"
error,entity_rule,IfcShapeModel.WR11,"#19498=IfcShapeRepresentation(#375,'Box','BoundingBox',(#19497))","(sizeof(SELF.OfProductRepresentation) == 1) ^ (sizeof(SELF.RepresentationMap) == 1) ^ (sizeof(ofshapeaspect) == 1) Violated by: ((1 == 1 ^ 1 == 1) ^ 0 == 1) + where 1 = sizeof((#19500=IfcProductDefinitionShape($,$,(#19492,#19498)),)) + where (#19500=IfcProductDefinitionShape($,$,(#19492,#19498)),) = #19498=IfcShapeRepresentation(#375,'Box','BoundingBox',(#19497)).OfProductRepresentation + and 1 = sizeof((#19775=IfcRepresentationMap(#19774,#19498),)) + where (#19775=IfcRepresentationMap(#19774,#19498),) = #19498=IfcShapeRepresentation(#375,'Box','BoundingBox',(#19497)).RepresentationMap + and 0 = sizeof(()) On instance: #19498=IfcShapeRepresentation(#375,'Box','BoundingBox',(#19497))"
error,entity_rule,IfcShapeModel.WR11,"#20360=IfcShapeRepresentation(#118,'Body','SweptSolid',(#20356))","(sizeof(SELF.OfProductRepresentation) == 1) ^ (sizeof(SELF.RepresentationMap) == 1) ^ (sizeof(ofshapeaspect) == 1) Violated by: ((1 == 1 ^ 1 == 1) ^ 0 == 1) + where 1 = sizeof((#20370=IfcProductDefinitionShape($,$,(#20360,#20368)),)) + where (#20370=IfcProductDefinitionShape($,$,(#20360,#20368)),) = #20360=IfcShapeRepresentation(#118,'Body','SweptSolid',(#20356)).OfProductRepresentation + and 1 = sizeof((#20535=IfcRepresentationMap(#20534,#20360),)) + where (#20535=IfcRepresentationMap(#20534,#20360),) = #20360=IfcShapeRepresentation(#118,'Body','SweptSolid',(#20356)).RepresentationMap + and 0 = sizeof(()) On instance: #20360=IfcShapeRepresentation(#118,'Body','SweptSolid',(#20356))"
error,entity_rule,IfcShapeModel.WR11,"#20368=IfcShapeRepresentation(#375,'Box','BoundingBox',(#20367))","(sizeof(SELF.OfProductRepresentation) == 1) ^ (sizeof(SELF.RepresentationMap) == 1) ^ (sizeof(ofshapeaspect) == 1) Violated by: ((1 == 1 ^ 1 == 1) ^ 0 == 1) + where 1 = sizeof((#20370=IfcProductDefinitionShape($,$,(#20360,#20368)),)) + where (#20370=IfcProductDefinitionShape($,$,(#20360,#20368)),) = #20368=IfcShapeRepresentation(#375,'Box','BoundingBox',(#20367)).OfProductRepresentation + and 1 = sizeof((#20537=IfcRepresentationMap(#20534,#20368),)) + where (#20537=IfcRepresentationMap(#20534,#20368),) = #20368=IfcShapeRepresentation(#375,'Box','BoundingBox',(#20367)).RepresentationMap + and 0 = sizeof(()) On instance: #20368=IfcShapeRepresentation(#375,'Box','BoundingBox',(#20367))"
error,entity_rule,IfcShapeModel.WR11,"#20576=IfcShapeRepresentation(#118,'Body','SweptSolid',(#20572))","(sizeof(SELF.OfProductRepresentation) == 1) ^ (sizeof(SELF.RepresentationMap) == 1) ^ (sizeof(ofshapeaspect) == 1) Violated by: ((1 == 1 ^ 1 == 1) ^ 0 == 1) + where 1 = sizeof((#20593=IfcProductDefinitionShape($,$,(#20576,#20582,#20590)),)) + where (#20593=IfcProductDefinitionShape($,$,(#20576,#20582,#20590)),) = #20576=IfcShapeRepresentation(#118,'Body','SweptSolid',(#20572)).OfProductRepresentation + and 1 = sizeof((#20770=IfcRepresentationMap(#20769,#20576),)) + where (#20770=IfcRepresentationMap(#20769,#20576),) = #20576=IfcShapeRepresentation(#118,'Body','SweptSolid',(#20572)).RepresentationMap + and 0 = sizeof(()) On instance: #20576=IfcShapeRepresentation(#118,'Body','SweptSolid',(#20572))"
error,entity_rule,IfcShapeModel.WR11,"#20582=IfcShapeRepresentation(#375,'Box','BoundingBox',(#20581))","(sizeof(SELF.OfProductRepresentation) == 1) ^ (sizeof(SELF.RepresentationMap) == 1) ^ (sizeof(ofshapeaspect) == 1) Violated by: ((1 == 1 ^ 1 == 1) ^ 0 == 1) + where 1 = sizeof((#20593=IfcProductDefinitionShape($,$,(#20576,#20582,#20590)),)) + where (#20593=IfcProductDefinitionShape($,$,(#20576,#20582,#20590)),) = #20582=IfcShapeRepresentation(#375,'Box','BoundingBox',(#20581)).OfProductRepresentation + and 1 = sizeof((#20772=IfcRepresentationMap(#20769,#20582),)) + where (#20772=IfcRepresentationMap(#20769,#20582),) = #20582=IfcShapeRepresentation(#375,'Box','BoundingBox',(#20581)).RepresentationMap + and 0 = sizeof(()) On instance: #20582=IfcShapeRepresentation(#375,'Box','BoundingBox',(#20581))"
error,entity_rule,IfcShapeModel.WR11,"#20590=IfcShapeRepresentation(#15026,'Axis','Curve2D',(#20588))","(sizeof(SELF.OfProductRepresentation) == 1) ^ (sizeof(SELF.RepresentationMap) == 1) ^ (sizeof(ofshapeaspect) == 1) Violated by: ((1 == 1 ^ 1 == 1) ^ 0 == 1) + where 1 = sizeof((#20593=IfcProductDefinitionShape($,$,(#20576,#20582,#20590)),)) + where (#20593=IfcProductDefinitionShape($,$,(#20576,#20582,#20590)),) = #20590=IfcShapeRepresentation(#15026,'Axis','Curve2D',(#20588)).OfProductRepresentation + and 1 = sizeof((#20774=IfcRepresentationMap(#20769,#20590),)) + where (#20774=IfcRepresentationMap(#20769,#20590),) = #20590=IfcShapeRepresentation(#15026,'Axis','Curve2D',(#20588)).RepresentationMap + and 0 = sizeof(()) On instance: #20590=IfcShapeRepresentation(#15026,'Axis','Curve2D',(#20588))"
error,entity_rule,IfcShapeModel.WR11,"#20878=IfcShapeRepresentation(#118,'Body','Brep',(#20868))","(sizeof(SELF.OfProductRepresentation) == 1) ^ (sizeof(SELF.RepresentationMap) == 1) ^ (sizeof(ofshapeaspect) == 1) Violated by: ((1 == 1 ^ 1 == 1) ^ 0 == 1) + where 1 = sizeof((#20904=IfcProductDefinitionShape($,$,(#20878,#20886,#20901)),)) + where (#20904=IfcProductDefinitionShape($,$,(#20878,#20886,#20901)),) = #20878=IfcShapeRepresentation(#118,'Body','Brep',(#20868)).OfProductRepresentation + and 1 = sizeof((#21185=IfcRepresentationMap(#21184,#20878),)) + where (#21185=IfcRepresentationMap(#21184,#20878),) = #20878=IfcShapeRepresentation(#118,'Body','Brep',(#20868)).RepresentationMap + and 0 = sizeof(()) On instance: #20878=IfcShapeRepresentation(#118,'Body','Brep',(#20868))"
error,entity_rule,IfcShapeModel.WR11,"#20886=IfcShapeRepresentation(#375,'Box','BoundingBox',(#20885))","(sizeof(SELF.OfProductRepresentation) == 1) ^ (sizeof(SELF.RepresentationMap) == 1) ^ (sizeof(ofshapeaspect) == 1) Violated by: ((1 == 1 ^ 1 == 1) ^ 0 == 1) + where 1 = sizeof((#20904=IfcProductDefinitionShape($,$,(#20878,#20886,#20901)),)) + where (#20904=IfcProductDefinitionShape($,$,(#20878,#20886,#20901)),) = #20886=IfcShapeRepresentation(#375,'Box','BoundingBox',(#20885)).OfProductRepresentation + and 1 = sizeof((#21187=IfcRepresentationMap(#21184,#20886),)) + where (#21187=IfcRepresentationMap(#21184,#20886),) = #20886=IfcShapeRepresentation(#375,'Box','BoundingBox',(#20885)).RepresentationMap + and 0 = sizeof(()) On instance: #20886=IfcShapeRepresentation(#375,'Box','BoundingBox',(#20885))"
error,entity_rule,IfcShapeModel.WR11,"#20901=IfcShapeRepresentation(#20888,'FootPrint','GeometricCurveSet',(#20899))","(sizeof(SELF.OfProductRepresentation) == 1) ^ (sizeof(SELF.RepresentationMap) == 1) ^ (sizeof(ofshapeaspect) == 1) Violated by: ((1 == 1 ^ 1 == 1) ^ 0 == 1) + where 1 = sizeof((#20904=IfcProductDefinitionShape($,$,(#20878,#20886,#20901)),)) + where (#20904=IfcProductDefinitionShape($,$,(#20878,#20886,#20901)),) = #20901=IfcShapeRepresentation(#20888,'FootPrint','GeometricCurveSet',(#20899)).OfProductRepresentation + and 1 = sizeof((#21189=IfcRepresentationMap(#21184,#20901),)) + where (#21189=IfcRepresentationMap(#21184,#20901),) = #20901=IfcShapeRepresentation(#20888,'FootPrint','GeometricCurveSet',(#20899)).RepresentationMap + and 0 = sizeof(()) On instance: #20901=IfcShapeRepresentation(#20888,'FootPrint','GeometricCurveSet',(#20899))"
error,entity_rule,IfcShapeModel.WR11,"#21256=IfcShapeRepresentation(#118,'Body','Brep',(#21252))","(sizeof(SELF.OfProductRepresentation) == 1) ^ (sizeof(SELF.RepresentationMap) == 1) ^ (sizeof(ofshapeaspect) == 1) Violated by: ((1 == 1 ^ 1 == 1) ^ 0 == 1) + where 1 = sizeof((#21278=IfcProductDefinitionShape($,$,(#21256,#21262,#21276)),)) + where (#21278=IfcProductDefinitionShape($,$,(#21256,#21262,#21276)),) = #21256=IfcShapeRepresentation(#118,'Body','Brep',(#21252)).OfProductRepresentation + and 1 = sizeof((#21546=IfcRepresentationMap(#21545,#21256),)) + where (#21546=IfcRepresentationMap(#21545,#21256),) = #21256=IfcShapeRepresentation(#118,'Body','Brep',(#21252)).RepresentationMap + and 0 = sizeof(()) On instance: #21256=IfcShapeRepresentation(#118,'Body','Brep',(#21252))"
error,entity_rule,IfcShapeModel.WR11,"#21262=IfcShapeRepresentation(#375,'Box','BoundingBox',(#21261))","(sizeof(SELF.OfProductRepresentation) == 1) ^ (sizeof(SELF.RepresentationMap) == 1) ^ (sizeof(ofshapeaspect) == 1) Violated by: ((1 == 1 ^ 1 == 1) ^ 0 == 1) + where 1 = sizeof((#21278=IfcProductDefinitionShape($,$,(#21256,#21262,#21276)),)) + where (#21278=IfcProductDefinitionShape($,$,(#21256,#21262,#21276)),) = #21262=IfcShapeRepresentation(#375,'Box','BoundingBox',(#21261)).OfProductRepresentation + and 1 = sizeof((#21548=IfcRepresentationMap(#21545,#21262),)) + where (#21548=IfcRepresentationMap(#21545,#21262),) = #21262=IfcShapeRepresentation(#375,'Box','BoundingBox',(#21261)).RepresentationMap + and 0 = sizeof(()) On instance: #21262=IfcShapeRepresentation(#375,'Box','BoundingBox',(#21261))"
error,entity_rule,IfcShapeModel.WR11,"#21276=IfcShapeRepresentation(#20888,'FootPrint','GeometricCurveSet',(#21274))","(sizeof(SELF.OfProductRepresentation) == 1) ^ (sizeof(SELF.RepresentationMap) == 1) ^ (sizeof(ofshapeaspect) == 1) Violated by: ((1 == 1 ^ 1 == 1) ^ 0 == 1) + where 1 = sizeof((#21278=IfcProductDefinitionShape($,$,(#21256,#21262,#21276)),)) + where (#21278=IfcProductDefinitionShape($,$,(#21256,#21262,#21276)),) = #21276=IfcShapeRepresentation(#20888,'FootPrint','GeometricCurveSet',(#21274)).OfProductRepresentation + and 1 = sizeof((#21550=IfcRepresentationMap(#21545,#21276),)) + where (#21550=IfcRepresentationMap(#21545,#21276),) = #21276=IfcShapeRepresentation(#20888,'FootPrint','GeometricCurveSet',(#21274)).RepresentationMap + and 0 = sizeof(()) On instance: #21276=IfcShapeRepresentation(#20888,'FootPrint','GeometricCurveSet',(#21274))"
error,entity_rule,IfcShapeModel.WR11,"#21613=IfcShapeRepresentation(#118,'Body','Brep',(#21609))","(sizeof(SELF.OfProductRepresentation) == 1) ^ (sizeof(SELF.RepresentationMap) == 1) ^ (sizeof(ofshapeaspect) == 1) Violated by: ((1 == 1 ^ 1 == 1) ^ 0 == 1) + where 1 = sizeof((#21635=IfcProductDefinitionShape($,$,(#21613,#21619,#21633)),)) + where (#21635=IfcProductDefinitionShape($,$,(#21613,#21619,#21633)),) = #21613=IfcShapeRepresentation(#118,'Body','Brep',(#21609)).OfProductRepresentation + and 1 = sizeof((#21903=IfcRepresentationMap(#21902,#21613),)) + where (#21903=IfcRepresentationMap(#21902,#21613),) = #21613=IfcShapeRepresentation(#118,'Body','Brep',(#21609)).RepresentationMap + and 0 = sizeof(()) On instance: #21613=IfcShapeRepresentation(#118,'Body','Brep',(#21609))"
error,entity_rule,IfcShapeModel.WR11,"#21619=IfcShapeRepresentation(#375,'Box','BoundingBox',(#21618))","(sizeof(SELF.OfProductRepresentation) == 1) ^ (sizeof(SELF.RepresentationMap) == 1) ^ (sizeof(ofshapeaspect) == 1) Violated by: ((1 == 1 ^ 1 == 1) ^ 0 == 1) + where 1 = sizeof((#21635=IfcProductDefinitionShape($,$,(#21613,#21619,#21633)),)) + where (#21635=IfcProductDefinitionShape($,$,(#21613,#21619,#21633)),) = #21619=IfcShapeRepresentation(#375,'Box','BoundingBox',(#21618)).OfProductRepresentation + and 1 = sizeof((#21905=IfcRepresentationMap(#21902,#21619),)) + where (#21905=IfcRepresentationMap(#21902,#21619),) = #21619=IfcShapeRepresentation(#375,'Box','BoundingBox',(#21618)).RepresentationMap + and 0 = sizeof(()) On instance: #21619=IfcShapeRepresentation(#375,'Box','BoundingBox',(#21618))"
error,entity_rule,IfcShapeModel.WR11,"#21633=IfcShapeRepresentation(#20888,'FootPrint','GeometricCurveSet',(#21631))","(sizeof(SELF.OfProductRepresentation) == 1) ^ (sizeof(SELF.RepresentationMap) == 1) ^ (sizeof(ofshapeaspect) == 1) Violated by: ((1 == 1 ^ 1 == 1) ^ 0 == 1) + where 1 = sizeof((#21635=IfcProductDefinitionShape($,$,(#21613,#21619,#21633)),)) + where (#21635=IfcProductDefinitionShape($,$,(#21613,#21619,#21633)),) = #21633=IfcShapeRepresentation(#20888,'FootPrint','GeometricCurveSet',(#21631)).OfProductRepresentation + and 1 = sizeof((#21907=IfcRepresentationMap(#21902,#21633),)) + where (#21907=IfcRepresentationMap(#21902,#21633),) = #21633=IfcShapeRepresentation(#20888,'FootPrint','GeometricCurveSet',(#21631)).RepresentationMap + and 0 = sizeof(()) On instance: #21633=IfcShapeRepresentation(#20888,'FootPrint','GeometricCurveSet',(#21631))"
error,entity_rule,IfcShapeModel.WR11,"#21942=IfcShapeRepresentation(#118,'Body','SweptSolid',(#21938))","(sizeof(SELF.OfProductRepresentation) == 1) ^ (sizeof(SELF.RepresentationMap) == 1) ^ (sizeof(ofshapeaspect) == 1) Violated by: ((1 == 1 ^ 1 == 1) ^ 0 == 1) + where 1 = sizeof((#21961=IfcProductDefinitionShape($,$,(#21942,#21950,#21958)),)) + where (#21961=IfcProductDefinitionShape($,$,(#21942,#21950,#21958)),) = #21942=IfcShapeRepresentation(#118,'Body','SweptSolid',(#21938)).OfProductRepresentation + and 1 = sizeof((#22354=IfcRepresentationMap(#22353,#21942),)) + where (#22354=IfcRepresentationMap(#22353,#21942),) = #21942=IfcShapeRepresentation(#118,'Body','SweptSolid',(#21938)).RepresentationMap + and 0 = sizeof(()) On instance: #21942=IfcShapeRepresentation(#118,'Body','SweptSolid',(#21938))"
error,entity_rule,IfcShapeModel.WR11,"#21950=IfcShapeRepresentation(#375,'Box','BoundingBox',(#21949))","(sizeof(SELF.OfProductRepresentation) == 1) ^ (sizeof(SELF.RepresentationMap) == 1) ^ (sizeof(ofshapeaspect) == 1) Violated by: ((1 == 1 ^ 1 == 1) ^ 0 == 1) + where 1 = sizeof((#21961=IfcProductDefinitionShape($,$,(#21942,#21950,#21958)),)) + where (#21961=IfcProductDefinitionShape($,$,(#21942,#21950,#21958)),) = #21950=IfcShapeRepresentation(#375,'Box','BoundingBox',(#21949)).OfProductRepresentation + and 1 = sizeof((#22356=IfcRepresentationMap(#22353,#21950),)) + where (#22356=IfcRepresentationMap(#22353,#21950),) = #21950=IfcShapeRepresentation(#375,'Box','BoundingBox',(#21949)).RepresentationMap + and 0 = sizeof(()) On instance: #21950=IfcShapeRepresentation(#375,'Box','BoundingBox',(#21949))"
error,entity_rule,IfcShapeModel.WR11,"#21958=IfcShapeRepresentation(#15026,'Axis','Curve2D',(#21956))","(sizeof(SELF.OfProductRepresentation) == 1) ^ (sizeof(SELF.RepresentationMap) == 1) ^ (sizeof(ofshapeaspect) == 1) Violated by: ((1 == 1 ^ 1 == 1) ^ 0 == 1) + where 1 = sizeof((#21961=IfcProductDefinitionShape($,$,(#21942,#21950,#21958)),)) + where (#21961=IfcProductDefinitionShape($,$,(#21942,#21950,#21958)),) = #21958=IfcShapeRepresentation(#15026,'Axis','Curve2D',(#21956)).OfProductRepresentation + and 1 = sizeof((#22358=IfcRepresentationMap(#22353,#21958),)) + where (#22358=IfcRepresentationMap(#22353,#21958),) = #21958=IfcShapeRepresentation(#15026,'Axis','Curve2D',(#21956)).RepresentationMap + and 0 = sizeof(()) On instance: #21958=IfcShapeRepresentation(#15026,'Axis','Curve2D',(#21956))"
error,entity_rule,IfcShapeModel.WR11,"#23018=IfcShapeRepresentation(#375,'Box','BoundingBox',(#23017))","(sizeof(SELF.OfProductRepresentation) == 1) ^ (sizeof(SELF.RepresentationMap) == 1) ^ (sizeof(ofshapeaspect) == 1) Violated by: ((1 == 1 ^ 1 == 1) ^ 0 == 1) + where 1 = sizeof((#23020=IfcProductDefinitionShape($,$,(#23012,#23018)),)) + where (#23020=IfcProductDefinitionShape($,$,(#23012,#23018)),) = #23018=IfcShapeRepresentation(#375,'Box','BoundingBox',(#23017)).OfProductRepresentation + and 1 = sizeof((#23284=IfcRepresentationMap(#23283,#23018),)) + where (#23284=IfcRepresentationMap(#23283,#23018),) = #23018=IfcShapeRepresentation(#375,'Box','BoundingBox',(#23017)).RepresentationMap + and 0 = sizeof(()) On instance: #23018=IfcShapeRepresentation(#375,'Box','BoundingBox',(#23017))"
error,entity_rule,IfcShapeModel.WR11,"#23938=IfcShapeRepresentation(#375,'Box','BoundingBox',(#23937))","(sizeof(SELF.OfProductRepresentation) == 1) ^ (sizeof(SELF.RepresentationMap) == 1) ^ (sizeof(ofshapeaspect) == 1) Violated by: ((1 == 1 ^ 1 == 1) ^ 0 == 1) + where 1 = sizeof((#23940=IfcProductDefinitionShape($,$,(#23932,#23938)),)) + where (#23940=IfcProductDefinitionShape($,$,(#23932,#23938)),) = #23938=IfcShapeRepresentation(#375,'Box','BoundingBox',(#23937)).OfProductRepresentation + and 1 = sizeof((#24204=IfcRepresentationMap(#24203,#23938),)) + where (#24204=IfcRepresentationMap(#24203,#23938),) = #23938=IfcShapeRepresentation(#375,'Box','BoundingBox',(#23937)).RepresentationMap + and 0 = sizeof(()) On instance: #23938=IfcShapeRepresentation(#375,'Box','BoundingBox',(#23937))"
error,entity_rule,IfcShapeModel.WR11,"#27001=IfcShapeRepresentation(#118,'Body','Brep',(#24304,#24392,#24450,#24508,#24560,#24618,#24670,#24731,#24909,#25249,#25445,#25785,#26125,#26997))","(sizeof(SELF.OfProductRepresentation) == 1) ^ (sizeof(SELF.RepresentationMap) == 1) ^ (sizeof(ofshapeaspect) == 1) Violated by: ((1 == 1 ^ 1 == 1) ^ 0 == 1) + where 1 = sizeof((#27009=IfcProductDefinitionShape($,$,(#27001,#27007)),)) + where (#27009=IfcProductDefinitionShape($,$,(#27001,#27007)),) = #27001=IfcShapeRepresentation(#118,'Body','Brep',(#24304,#24392,#24450,#24508,#24560,#24618,#24670,#24731,#24909,#25249,#25445,#25785,#26125,#26997)).OfProductRepresentation + and 1 = sizeof((#27358=IfcRepresentationMap(#27357,#27001),)) + where (#27358=IfcRepresentationMap(#27357,#27001),) = #27001=IfcShapeRepresentation(#118,'Body','Brep',(#24304,#24392,#24450,#24508,#24560,#24618,#24670,#24731,#24909,#25249,#25445,#25785,#26125,#26997)).RepresentationMap + and 0 = sizeof(()) On instance: #27001=IfcShapeRepresentation(#118,'Body','Brep',(#24304,#24392,#24450,#24508,#24560,#24618,#24670,#24731,#24909,#25249,#25445,#25785,#26125,#26997))"
error,entity_rule,IfcShapeModel.WR11,"#27007=IfcShapeRepresentation(#375,'Box','BoundingBox',(#27006))","(sizeof(SELF.OfProductRepresentation) == 1) ^ (sizeof(SELF.RepresentationMap) == 1) ^ (sizeof(ofshapeaspect) == 1) Violated by: ((1 == 1 ^ 1 == 1) ^ 0 == 1) + where 1 = sizeof((#27009=IfcProductDefinitionShape($,$,(#27001,#27007)),)) + where (#27009=IfcProductDefinitionShape($,$,(#27001,#27007)),) = #27007=IfcShapeRepresentation(#375,'Box','BoundingBox',(#27006)).OfProductRepresentation + and 1 = sizeof((#27360=IfcRepresentationMap(#27357,#27007),)) + where (#27360=IfcRepresentationMap(#27357,#27007),) = #27007=IfcShapeRepresentation(#375,'Box','BoundingBox',(#27006)).RepresentationMap + and 0 = sizeof(()) On instance: #27007=IfcShapeRepresentation(#375,'Box','BoundingBox',(#27006))"
error,entity_rule,IfcShapeModel.WR11,"#27399=IfcShapeRepresentation(#118,'Body','SweptSolid',(#27395))","(sizeof(SELF.OfProductRepresentation) == 1) ^ (sizeof(SELF.RepresentationMap) == 1) ^ (sizeof(ofshapeaspect) == 1) Violated by: ((1 == 1 ^ 1 == 1) ^ 0 == 1) + where 1 = sizeof((#27416=IfcProductDefinitionShape($,$,(#27399,#27405,#27413)),)) + where (#27416=IfcProductDefinitionShape($,$,(#27399,#27405,#27413)),) = #27399=IfcShapeRepresentation(#118,'Body','SweptSolid',(#27395)).OfProductRepresentation + and 1 = sizeof((#27801=IfcRepresentationMap(#27800,#27399),)) + where (#27801=IfcRepresentationMap(#27800,#27399),) = #27399=IfcShapeRepresentation(#118,'Body','SweptSolid',(#27395)).RepresentationMap + and 0 = sizeof(()) On instance: #27399=IfcShapeRepresentation(#118,'Body','SweptSolid',(#27395))"
error,entity_rule,IfcShapeModel.WR11,"#27405=IfcShapeRepresentation(#375,'Box','BoundingBox',(#27404))","(sizeof(SELF.OfProductRepresentation) == 1) ^ (sizeof(SELF.RepresentationMap) == 1) ^ (sizeof(ofshapeaspect) == 1) Violated by: ((1 == 1 ^ 1 == 1) ^ 0 == 1) + where 1 = sizeof((#27416=IfcProductDefinitionShape($,$,(#27399,#27405,#27413)),)) + where (#27416=IfcProductDefinitionShape($,$,(#27399,#27405,#27413)),) = #27405=IfcShapeRepresentation(#375,'Box','BoundingBox',(#27404)).OfProductRepresentation + and 1 = sizeof((#27803=IfcRepresentationMap(#27800,#27405),)) + where (#27803=IfcRepresentationMap(#27800,#27405),) = #27405=IfcShapeRepresentation(#375,'Box','BoundingBox',(#27404)).RepresentationMap + and 0 = sizeof(()) On instance: #27405=IfcShapeRepresentation(#375,'Box','BoundingBox',(#27404))"
error,entity_rule,IfcShapeModel.WR11,"#27413=IfcShapeRepresentation(#15026,'Axis','Curve2D',(#27411))","(sizeof(SELF.OfProductRepresentation) == 1) ^ (sizeof(SELF.RepresentationMap) == 1) ^ (sizeof(ofshapeaspect) == 1) Violated by: ((1 == 1 ^ 1 == 1) ^ 0 == 1) + where 1 = sizeof((#27416=IfcProductDefinitionShape($,$,(#27399,#27405,#27413)),)) + where (#27416=IfcProductDefinitionShape($,$,(#27399,#27405,#27413)),) = #27413=IfcShapeRepresentation(#15026,'Axis','Curve2D',(#27411)).OfProductRepresentation + and 1 = sizeof((#27805=IfcRepresentationMap(#27800,#27413),)) + where (#27805=IfcRepresentationMap(#27800,#27413),) = #27413=IfcShapeRepresentation(#15026,'Axis','Curve2D',(#27411)).RepresentationMap + and 0 = sizeof(()) On instance: #27413=IfcShapeRepresentation(#15026,'Axis','Curve2D',(#27411))"
error,entity_rule,IfcShapeModel.WR11,"#27827=IfcShapeRepresentation(#375,'Box','BoundingBox',(#27826))","(sizeof(SELF.OfProductRepresentation) == 1) ^ (sizeof(SELF.RepresentationMap) == 1) ^ (sizeof(ofshapeaspect) == 1) Violated by: ((1 == 1 ^ 1 == 1) ^ 0 == 1) + where 1 = sizeof((#27829=IfcProductDefinitionShape($,$,(#27821,#27827)),)) + where (#27829=IfcProductDefinitionShape($,$,(#27821,#27827)),) = #27827=IfcShapeRepresentation(#375,'Box','BoundingBox',(#27826)).OfProductRepresentation + and 1 = sizeof((#28085=IfcRepresentationMap(#28084,#27827),)) + where (#28085=IfcRepresentationMap(#28084,#27827),) = #27827=IfcShapeRepresentation(#375,'Box','BoundingBox',(#27826)).RepresentationMap + and 0 = sizeof(()) On instance: #27827=IfcShapeRepresentation(#375,'Box','BoundingBox',(#27826))"
error,entity_rule,IfcShapeModel.WR11,"#28107=IfcShapeRepresentation(#375,'Box','BoundingBox',(#28106))","(sizeof(SELF.OfProductRepresentation) == 1) ^ (sizeof(SELF.RepresentationMap) == 1) ^ (sizeof(ofshapeaspect) == 1) Violated by: ((1 == 1 ^ 1 == 1) ^ 0 == 1) + where 1 = sizeof((#28109=IfcProductDefinitionShape($,$,(#28101,#28107)),)) + where (#28109=IfcProductDefinitionShape($,$,(#28101,#28107)),) = #28107=IfcShapeRepresentation(#375,'Box','BoundingBox',(#28106)).OfProductRepresentation + and 1 = sizeof((#28365=IfcRepresentationMap(#28364,#28107),)) + where (#28365=IfcRepresentationMap(#28364,#28107),) = #28107=IfcShapeRepresentation(#375,'Box','BoundingBox',(#28106)).RepresentationMap + and 0 = sizeof(()) On instance: #28107=IfcShapeRepresentation(#375,'Box','BoundingBox',(#28106))"
error,entity_rule,IfcShapeModel.WR11,"#31067=IfcShapeRepresentation(#118,'Body','Brep',(#28461,#28801,#28997,#29337,#29533,#29627,#29679,#29731,#29783,#29835,#29887,#29939,#29991,#30043,#30137,#30189,#30241,#30293,#30345,#30397,#30449,#30501,#30553,#30647,#30699,#30751,#30803,#30855,#30907,#30959,#31011,#31063))","(sizeof(SELF.OfProductRepresentation) == 1) ^ (sizeof(SELF.RepresentationMap) == 1) ^ (sizeof(ofshapeaspect) == 1) Violated by: ((1 == 1 ^ 1 == 1) ^ 0 == 1) + where 1 = sizeof((#31075=IfcProductDefinitionShape($,$,(#31067,#31073)),)) + where (#31075=IfcProductDefinitionShape($,$,(#31067,#31073)),) = #31067=IfcShapeRepresentation(#118,'Body','Brep',(#28461,#28801,#28997,#29337,#29533,#29627,#29679,#29731,#29783,#2983...30189,#30241,#30293,#30345,#30397,#30449,#30501,#30553,#30647,#30699,#30751,#30803,#30855,#30907,#30959,#31011,#31063)).OfProductRepresentation + and 1 = sizeof((#31407=IfcRepresentationMap(#31406,#31067),)) + where (#31407=IfcRepresentationMap(#31406,#31067),) = #31067=IfcShapeRepresentation(#118,'Body','Brep',(#28461,#28801,#28997,#29337,#29533,#29627,#29679,#29731,#29783,#2983...30189,#30241,#30293,#30345,#30397,#30449,#30501,#30553,#30647,#30699,#30751,#30803,#30855,#30907,#30959,#31011,#31063)).RepresentationMap + and 0 = sizeof(()) On instance: #31067=IfcShapeRepresentation(#118,'Body','Brep',(#28461,#28801,#28997,#29337,#29533,#29627,#29679,#29731,#29783,#29835,#29887,#29939,#29991,#30043,#30137,#30189,#30241,#30293,#30345,#30397,#30449,#30501,#30553,#30647,#30699,#30751,#30803,#30855,#30907,#30959,#31011,#31063))"
